Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
European Union,EUU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22106.72557,23211.90567,24228.05068,24757.57974,25920.15912,26893.74251,29226.88706,31140.13103,32596.63851,31949.66216,33014.12821,34682.17911,35128.27831,36309.56495,37383.9251,38578.81846,40920.6272,43050.31173,45031.54413,48593.52158,47575.17828,51978.64463,57525.74875,59009.0195,62433.64912
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2631.111029,2743.7272,2771.011512,2717.778066,3100.490964,3321.714269,3570.064765,3817.293482,3991.947515,3945.701683,4112.473103,4135.596087,4341.41716,4533.287418,4547.27287,4354.678719,4413.158425,4652.753354,4842.184099,5065.634014,4903.748027,5162.705432,5326.285414,5519.215221,5636.265829
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26777.11434,27801.02483,28596.26063,29046.40923,31199.29145,32047.70693,34447.7143,37844.29316,40081.22125,37968.66174,38950.55259,40845.95667,40739.11318,41325.80521,41547.09845,42269.22122,44562.40111,47234.85286,49248.67754,52276.11157,53296.57928,56790.37662,61347.15785,61612.94239,64091.22518
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5623.480284,5805.13582,6024.062367,6145.432028,6583.746778,6775.614303,7050.143538,7119.842801,7286.789919,7199.510508,7476.107527,7814.699703,8357.198841,9006.756001,10712.02893,11733.74292,11984.5636,12819.56349,13225.91946,13219.69751,11235.27604,10685.19703,13672.2357,15152.13778,16032.25741
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26001.8797,27349.74459,28350.09856,28027.67621,28925.12687,30431.23672,32430.44431,34067.46615,35053.26271,34666.95989,35911.54386,37510.37599,37671.02393,39583.35204,40218.12586,40916.10536,42880.23514,44469.14589,46381.05906,51130.47231,49481.80443,52517.33549,56181.00581,58317.82803,61321.69132
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,41160.10851,39330.59645,39766.5911,42133.21515,46196.84282,49780.8416,53198.41385,53682.17153,54318.30393,56416.23195,58933.13148,62222.24166,61648.50562,67770.48866,74316.7435,78165.17538,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2383.85065,2483.249107,2533.761466,2628.215732,2624.174226,2774.43262,2875.300154,2921.372492,2931.12401,3008.477298,3125.912529,3287.302155,3280.158619,3206.361523,3178.899622,3346.809506,3383.797012,3459.864742,3525.344626,3717.18067,3682.392995,3944.705715,4085.209533,4233.134049,4346.219329
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13326.11695,13555.62854,13369.12334,13564.18041,13637.6668,14028.35621,13637.25902,14391.24659,13733.70129,13383.56623,14014.69055,14784.34836,14619.71814,14497.99212,14853.67125,14306.43408,13997.73528,14796.62864,15432.04305,15949.63737,14477.13083,18523.5798,19992.55706,20757.07238,21509.52279
United Kingdom,GBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26529.85217,27915.53044,29089.05368,30317.52431,32055.47176,32726.13319,34734.81602,35523.31159,36744.79136,35023.33231,36487.67185,37224.37876,38336.59618,39947.53696,41266.81978,42526.70036,44085.20256,46113.02117,47212.20452,50064.96056,48230.0477,51004.42717,58544.46954,57915.494,60620.38077
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3161.195825,3440.728179,3718.686933,4239.938414,4634.777576,5271.950953,5980.443905,6951.085843,7278.663122,7119.142791,7711.806839,8563.835549,10059.98206,10797.34233,11770.69894,12269.65289,13065.29416,13718.93787,15021.90576,16770.13338,16791.25987,18915.6534,22461.33264,25071.96773,28417.75187
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2315.17803,2397.30067,2475.096354,2584.477237,2729.344502,2903.83429,3103.226258,3241.220811,3515.589235,3617.239444,3855.468917,4381.125355,4933.652543,5214.569358,5517.131788,5191.370534,5011.079316,5170.960949,5536.497954,6002.550447,6047.301117,6607.502974,7208.15799,7556.416055,8027.168423
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1195.806115,1250.970597,1315.366694,1327.967765,1366.031602,1422.350882,1452.960832,1557.585849,1613.698845,1566.700892,1621.691611,1705.271104,1789.97473,1842.002277,1873.214131,1929.680913,2255.32618,2687.095048,2844.464277,3105.82789,3331.85663,3738.805126,4062.361364,4333.746173,4579.101873
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1731.338476,1822.979651,1743.694325,1849.78337,1978.632627,1938.023627,1930.818885,1985.040252,2088.271661,2177.053447,2266.828982,2064.253853,2064.814381,2006.740816,1933.703297,1990.316258,2012.676482,2038.954299,2277.442362,2421.723181,2530.804149,2777.79621,3067.310404,3254.374578,3445.251592
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1013.973492,1063.572283,1095.223058,1088.742657,1105.343228,1186.626314,1225.918246,1259.605607,1308.535567,1314.970787,1369.689171,1471.762799,1401.84994,1415.825119,1455.908137,1729.942603,1824.373098,2081.812872,2057.969691,2236.811104,2310.374307,2483.850629,2747.254196,2907.140891,3052.691137
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7420.393101,11626.72312,13254.82362,14496.17441,19354.21208,22137.04978,23511.39866,26610.76912,30522.77871,29722.00056,26167.82685,27241.60004,30011.92744,27909.51759,27177.27167,19478.70101,16649.47577,18434.77086,18413.12942,16451.36415,13677.11059,16821.44865,18139.98933,17411.50023,17566.76003
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18815.83579,20306.08784,21985.23454,23255.5642,24828.89794,25003.82975,28082.12488,28896.92107,30440.97091,29947.78681,27841.85914,25692.57409,24582.9742,25730.8809,26450.18133,26614.84838,27504.5498,28681.68156,29792.05925,31927.37922,29533.08774,33531.15511,38969.02217,41181.99122,44074.29567
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7305.724562,7282.70842,7620.673877,8469.087527,8605.823985,10016.34797,9876.616696,10727.67921,11000.75236,10303.34326,10344.38392,10591.74756,10575.10563,11199.40402,12228.64811,13214.40966,13977.50559,15041.45257,15974.85919,16446.11389,14361.12672,15298.12311,17554.73203,19010.18414,20167.19938
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,29616.15974,30561.79983,30618.00279,32516.04137,35604.33906,38527.08503,42039.79379,44366.43152,48203.12306,48924.76408,50190.88179,50653.05859,52389.32535,52893.65036,56555.06907,55815.65029,58908.59077,60010.09829,61806.82713,64264.05646,64999.44357,69302.00888,75720.42982,78840.59784,
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4714.966662,4821.545985,4969.257449,5081.380056,5263.446549,5486.27777,5833.386918,6238.339769,6434.507037,6376.741063,6510.099809,6784.44713,7258.316675,7699.94919,8236.658437,8934.002355,9201.427686,9560.174281,9946.803859,10755.87809,10947.37056,11825.14092,13014.01498,13745.36259,14368.66012
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5859.917919,6131.29683,6303.903722,6392.333158,6672.822994,6761.117984,7345.940282,8110.029999,8436.514384,8824.489602,9336.598302,10066.07298,10626.82567,11199.88747,11145.02912,11408.4739,11516.37983,12243.2226,12442.50872,13240.97138,16819.42287,22865.9271,39710.96956,54729.03652,79905.74425
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25024.70878,25931.6981,26861.6502,27911.67801,29574.95231,31187.21264,33536.02819,35354.87944,36676.3004,35705.25257,37175.00496,38918.17667,40065.41029,41479.33733,42532.05859,43035.06065,44195.60606,46130.15146,48395.86249,50770.83707,49769.8984,55348.64484,60893.75371,63267.88043,66283.72424
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,28224.5319,28808.83701,29609.80259,31178.70996,34532.26202,38079.58208,41745.49148,45257.66428,46830.25411,45861.49844,49197.65899,52277.46644,52149.68127,53517.41955,54514.92681,56043.0427,56761.48241,59260.91318,60900.27529,61221.41954,58187.47641,65884.93763,68602.1491,71505.85157,75215.74628
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2587.422539,2645.254776,2714.56632,2820.714044,3001.296713,3203.95919,3437.622963,3664.088285,3806.347064,3655.797014,3757.546421,3900.711362,4016.346091,4137.326824,4460.057428,4845.595665,5186.158974,5620.654552,5633.383238,5784.930811,5384.69832,6202.980788,6805.493583,7178.339068,7486.018696
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1315.093109,1358.868194,1395.291331,1441.583151,1522.404957,1614.016775,1712.196243,1805.796727,1891.72353,1917.191453,2005.462134,2079.503043,2085.644621,2173.307183,2319.458631,2379.180624,2473.77703,2562.692817,2669.384335,2804.757539,2800.526273,2997.162415,3272.336662,3409.524768,3574.539243
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10672.256,11654.21353,12774.66952,13693.28851,14688.10291,15450.83721,17634.86555,19570.77558,21019.79798,20349.55164,20143.74955,21195.75576,21620.21266,22432.23964,22708.22149,23758.95152,25804.14084,27889.13247,29788.66862,33063.70687,31595.95592,36932.59379,41959.53329,45602.82068,48575.43142
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2228.501336,2229.843967,2247.978966,2330.918739,2322.197868,2427.448086,2503.659327,2647.495386,2724.459228,2855.159714,2694.911041,2858.19646,2830.190806,3042.497069,3075.738438,3025.834617,3253.471786,3339.388847,3196.973864,3236.974925,3103.180663,3134.950149,3264.933544,3281.212321,3183.45909
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11869.13159,13224.13655,14532.30752,15461.93247,16252.83064,17091.27613,18365.91718,19089.99027,20708.76151,20680.67243,21693.40207,22992.21847,23205.31067,24591.63805,25796.2101,26944.95977,28178.94504,29728.01216,32258.25779,35627.23155,35583.58557,38887.19095,44012.26773,45367.59835,47635.89553
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4487.665469,4706.807271,4939.682788,5276.105979,5779.325245,6326.770997,7063.90772,7812.27374,8429.142515,8662.760882,9347.46589,10063.83171,10688.75045,11198.7987,11551.18995,11675.60965,12128.01635,12790.06553,13691.573,14502.87576,14541.52468,16411.89077,18247.92176,19744.23692,20999.02191
IDA & IBRD total,IBT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3874.169428,4053.677915,4244.755863,4517.335556,4929.12662,5375.816389,5966.653011,6561.437369,7045.521166,7228.906756,7763.601478,8317.444054,8797.413229,9205.15527,9498.673841,9597.965458,9942.80273,10458.73495,11142.29353,11765.87502,11769.60026,13171.92557,14581.652,15679.84654,16601.92495
IDA total,IDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1721.797115,1790.453309,1867.837132,1955.569746,2094.737742,2245.79086,2402.308899,2554.154882,2672.359258,2756.572773,2887.764081,3008.869757,3114.108516,3272.640803,3454.654265,3547.456672,3652.922001,3829.776273,3988.082003,4192.327166,4215.336257,4483.673978,4910.84463,5131.093855,5365.004558
IDA blend,IDB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2434.204567,2519.413707,2640.966767,2750.517788,2960.436134,3162.155249,3364.398821,3546.002704,3662.373172,3790.63076,3938.839396,4080.314601,4212.8074,4405.718109,4623.286594,4719.614227,4757.552272,5009.270946,5068.386571,5291.194911,5291.939647,5601.417065,6143.458081,6403.944884,6685.170761
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4639.039426,4848.555801,5076.164382,5352.507504,5700.049495,6134.16673,6583.351124,7096.387689,7569.253047,7868.148183,8353.456847,8936.992155,9530.290711,9866.016993,10064.67713,10027.5373,10262.59517,10687.64092,11372.0972,11986.47015,11729.36745,12757.07464,14284.92929,15415.70793,16448.27552
IDA only,IDX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1344.62344,1403.396549,1456.673258,1532.676672,1632.995575,1756.27285,1887.882021,2022.697335,2140.594431,2199.12932,2319.464764,2428.502919,2518.656955,2658.232678,2821.845094,2914.221874,3060.960388,3198.901296,3415.253393,3612.701725,3650.149845,3899.179721,4267.670029,4469.685986,4682.499081
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2090.858069,2199.539104,2277.069748,2461.482516,2681.861168,2936.80322,3220.626929,3508.061832,3633.367832,3886.581977,4206.45986,4454.701532,4819.642882,5014.350566,5191.591499,5425.035991,5800.481494,6144.717144,6714.966399,7150.924235,6966.275428,8050.018575,9207.12743,10323.49987,11158.88092
Not classified,INX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,30209.46562,32576.92457,35222.02872,36285.1087,38734.44394,40466.23435,44232.10175,46784.08613,44169.09434,41469.8379,43216.98473,45525.71812,46726.21577,48838.77198,52640.78439,71607.45683,73012.81987,80450.35293,86299.34202,92022.5988,97799.92257,116903.6124,136104.4453,124900.9386,131175.1069
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10729.35801,11061.30147,12040.86122,13192.33366,13835.4204,14402.10534,15256.2709,16672.72525,16830.93662,16894.2354,17865.94138,18487.07624,16325.20107,15552.01306,15408.09651,13689.76464,14573.32197,15070.25858,14839.56919,13348.41095,14110.31914,14951.89487,16424.37739,17659.87388,18441.55775
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10627.94007,10719.61942,9682.376195,6068.451618,9289.742246,9457.044543,10223.10653,10783.12364,11657.31687,11687.01421,12186.19296,12912.02998,14402.03409,14668.54328,13168.24559,9334.466049,9079.135318,10191.6617,12034.40112,12248.59174,10573.93048,12731.75358,14391.12923,14652.52124,14464.31869
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,29782.87381,31885.45107,32607.10588,32701.04895,35617.2136,37322.73993,39700.08171,41472.84494,43728.11406,41862.95993,39768.41696,40936.86783,42004.44761,44409.66895,45996.96875,49214.26486,53480.39719,55638.49206,57197.76762,60523.81794,55796.74547,61610.21327,73426.22778,76666.64208,78258.75925
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25783.17346,25813.2365,26101.32878,24678.39616,26071.0504,25700.98626,26365.57849,28265.87633,28083.83661,28097.19294,29455.82181,31313.9335,32483.74219,34827.36474,34816.24225,35868.97364,38189.16103,39470.86813,40189.991,41325.17837,40955.28562,46162.08227,53564.22789,53401.17823,55690.7391
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,27146.32118,28137.05586,28833.02179,29252.90025,29584.80265,30137.81804,32460.55099,34108.77231,35422.34244,34483.7311,34977.99423,36392.28278,36281.10142,36459.29502,36665.68577,37394.4535,40482.563,42142.34354,43386.70059,46661.91052,44435.64344,49825.39341,56247.41559,57893.40836,60846.98303
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6463.530224,6655.64867,6851.861074,7199.545847,7447.276017,7706.631562,8132.53141,8432.410414,8488.093753,8135.431346,8080.148508,8353.307477,8373.495116,8630.242045,8732.813023,8985.576678,9399.257923,9820.20737,10035.27977,10083.52683,8991.162056,9577.164211,10790.1333,11466.97133,11662.34468
Jordan,JOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5640.657282,5948.012179,6256.496439,6499.978878,7073.845816,7696.945017,8045.640562,8415.71166,8983.213324,9290.808554,9416.643868,9631.928993,9738.537469,9816.598557,9144.677932,8967.079958,8747.878609,9265.515367,9042.397819,9429.072796,9579.200813,9182.496161,9927.2341,10411.84162,10821.49098
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,27287.27019,27942.34665,28623.58845,29392.24899,30830.65845,32169.86749,33634.63171,35015.98657,35273.79115,33547.28342,35335.37351,36214.43977,37605.97426,39402.0251,39555.41201,40906.59457,40596.96866,41444.21574,42141.9353,42678.15114,42425.69468,44355.34872,47395.83916,49896.64369,51685.03875
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7418.196121,8568.087195,9504.450825,10532.4467,11777.11196,13226.1467,14965.77232,16581.22405,17278.47217,17389.01458,18641.80615,20159.93294,21367.21806,23754.1342,23958.11289,22484.36514,23023.08723,23973.06023,25096.12859,28689.27108,29039.82296,32945.85157,35895.08399,38515.1836,40813.04428
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1906.897941,1961.058169,1940.403033,1974.858202,2066.315406,2188.69561,2330.130289,2481.087061,2459.121745,2480.044291,2634.892713,2750.286638,2847.270683,3106.393945,3359.489507,3678.326141,3916.653157,4177.249936,4411.561041,4687.377823,4792.573158,5338.852434,5883.22304,6307.232494,6619.358574
Kyrgyz Republic,KGZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1861.865597,1986.161358,1998.237881,2158.196674,2343.43044,2385.594465,2508.388448,2769.895085,3031.494071,3096.938141,3075.615543,3278.351022,3588.679888,4000.962958,4228.195148,4153.376699,4603.759642,4953.717551,4777.941754,5304.227583,5178.561967,5736.478834,6577.512177,7298.086126,8009.409194
Cambodia,KHM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1255.640378,1357.426111,1442.464814,1597.882264,1769.76235,2038.145986,2296.768579,2566.147597,2768.792376,2854.032884,2988.504014,3223.102094,3583.482297,3890.948412,4117.788683,4433.643935,4748.124285,5050.063566,5616.98087,6153.994395,5942.453804,6225.532655,6918.816269,7430.730857,7969.933611
Kiribati,KIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1637.936014,1591.23663,1605.075333,1578.287909,1578.838691,1616.579921,1727.770525,1792.046512,1735.431898,1718.491714,1724.467102,1785.572083,1896.324899,2049.333903,2084.131054,2310.602915,2462.832493,2562.065201,2671.762317,2762.9383,2710.906228,3020.493999,3329.344345,3485.558083,3702.32601
St. Kitts and Nevis,KNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15256.43059,16235.42466,16619.16551,16225.67441,17275.86399,19500.32366,20676.18808,21301.24003,24102.19938,23384.7351,23691.44779,24550.16519,23457.89389,24624.43623,26755.59698,26877.4665,28214.70993,29578.63116,30794.89865,32482.09442,27326.03606,26896.61771,31831.04581,34367.80266,35544.80754
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18538.83553,19724.42595,21396.83775,22095.87083,23773.82865,25186.86757,26884.26733,29064.91808,29946.07749,29508.38151,31736.62844,32546.75365,33557.12872,34244.31214,35324.49767,37907.50031,39575.45428,40957.41806,43044.29176,43865.04164,45142.76345,48419.64325,51231.45307,52203.96857,
Kuwait,KWT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,58702.86732,58552.78392,59713.17222,69752.38418,77226.63684,84968.01984,89075.22461,91434.90447,90337.35688,80110.06989,75184.08666,79036.78577,82089.72607,76812.5388,68336.5992,45267.30859,41862.17391,46565.5499,51370.73205,50703.00014,41461.72351,50651.95758,55043.00227,53025.47114,51635.95981
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8597.711394,8692.901536,8778.722485,9060.387716,9667.081536,10250.67158,11062.15758,11818.69833,12453.95924,12244.51797,13070.8796,13942.90899,14216.06233,14677.69356,14971.31098,14724.4924,14938.47849,15540.32085,16207.50947,16564.82506,15929.16456,17833.33748,19918.97627,20919.08979,21709.34076
Lao PDR,LAO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1793.885826,1908.062366,2019.697748,2151.150996,2315.433795,2519.461351,2776.697523,3021.441731,3270.55751,3485.068277,3772.266052,4099.784573,4780.94733,5221.598558,5798.504367,6086.067304,6743.01054,7141.906527,7486.864527,7743.219065,7913.386607,8080.435532,8766.440626,9291.78859,9787.850984
Lebanon,LBN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7937.95653,8289.38389,8586.240407,8914.482779,9609.012826,10019.99415,10312.35333,11355.66298,12415.94001,13586.14448,14703.61532,14974.55344,16121.33524,16315.61377,16139.865,17045.89829,18940.5901,20963.82495,21985.48847,21710.46488,16259.70513,11599.77551,12292.84073,12574.83291,
Liberia,LBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,965.3955233,986.5727987,1012.918913,715.8182468,745.3978618,774.0325678,815.218917,872.5846459,915.0535997,939.4962902,980.1181398,1040.761414,1156.953194,1360.129104,1418.773555,1340.432797,1490.335814,1664.944813,1799.727514,1899.52201,1659.521091,1539.208923,1691.572757,1794.533409,1884.913143
Libya,LBY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,20616.98487,20331.63152,20060.63969,22662.72421,23813.40115,26902.89859,28935.66158,30928.94228,30812.28373,29027.14681,30234.09187,15698.05191,26826.07298,21151.00519,17509.52851,17903.25654,16961.01771,18026.01878,18879.31513,16194.10821,10954.79905,12641.50977,12272.83562,13848.795,13953.79803
St. Lucia,LCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9313.732797,9105.82559,9205.184163,9707.068189,10610.29669,10818.31043,11758.31947,12199.25812,12968.54573,12600.2079,12717.7866,13471.26664,13443.42625,14009.98446,14403.08327,14353.22248,15306.72581,16130.97211,17433.30103,18709.91107,14912.15958,19101.1653,24599.3733,25974.50929,27567.32808
Latin America & Caribbean,LCN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8811.523198,8946.280262,8986.439578,9227.637919,9921.47954,10556.70824,11465.68704,12273.32654,12892.54654,12655.53023,13447.35721,14346.92788,14661.83164,15145.69657,15463.03005,15252.53905,15513.34143,16158.87193,16859.64886,17283.83558,16631.70154,18654.76512,20813.05378,21909.53951,22806.45656
Least developed countries: UN classification,LDC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1260.747092,1323.452213,1381.914116,1450.241937,1549.797413,1678.964548,1809.430656,1950.94971,2070.071532,2125.004527,2234.495253,2315.162226,2382.331094,2506.232088,2665.178604,2732.114869,2860.155287,2988.21389,3213.417571,3416.048022,3453.152588,3666.728362,4032.432248,4219.890238,4393.993348
Low income,LIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1087.560249,1131.999368,1179.113719,1236.832586,1304.225872,1389.97476,1470.210974,1551.977384,1616.333327,1628.142159,1706.526039,1699.402899,1592.899598,1655.196,1759.637905,1813.490682,1878.787893,1905.939165,1970.572455,2039.111534,1993.120169,2091.295141,2256.120424,2265.38657,2327.415115
Liechtenstein,LIE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4367.80359,4328.191411,4522.327696,4849.860234,5215.880244,5678.746478,6260.679902,6820.3931,7316.586265,7575.579887,8233.626638,9075.545496,10249.16706,11252.63115,11720.59781,12227.17148,13078.56051,13610.47231,14178.02254,14112.9525,12940.90433,14316.13522,14193.65462,14455.65444,15632.59248
Lower middle income,LMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2339.265733,2448.833449,2544.758805,2706.263735,2924.212714,3166.752007,3437.191957,3710.595766,3880.528621,4074.029108,4335.636489,4560.57433,4910.951085,5127.176961,5320.288781,5519.289621,5781.706632,6113.396771,6564.384869,6978.076999,6939.118315,7652.719664,8616.135783,9377.309525,9989.812638
Low & middle income,LMY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3674.687668,3841.49181,4023.638718,4277.911211,4662.429498,5077.106287,5585.533528,6139.456052,6535.584879,6759.025381,7284.262543,7788.376382,8247.04663,8629.295253,8925.666268,9061.67577,9402.90293,9876.465567,10503.86616,11066.24613,11064.51178,12322.55208,13694.36056,14750.91041,15611.8514
Lesotho,LSO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1272.924434,1350.005297,1385.182221,1484.095844,1560.748775,1680.873641,1813.444407,1932.426662,2064.423112,2036.263086,2152.915283,2278.501428,2291.495653,2538.263103,2771.244969,3034.646929,2942.181537,2618.818208,2632.287752,2568.341144,2559.097768,2544.782496,2761.31105,2880.96631,2998.470395
Late-demographic dividend,LTE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4833.724168,5160.047443,5538.463753,6026.012907,6653.121564,7372.034605,8391.98197,9435.050092,10385.26326,10778.23278,11728.01776,12806.66582,13699.04112,14484.99324,15033.62829,15128.24639,15650.47623,16552.88373,17894.0809,19204.35483,19498.10492,22182.26353,24475.6215,26380.30907,28233.01379
Lithuania,LTU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8465.943296,9456.873281,10497.26662,12085.95668,13097.43757,14514.78329,16446.9778,19113.98614,20735.70798,18167.6379,19827.94868,22701.55461,24566.8987,26563.3749,28005.79241,28853.99786,30772.67284,33591.55541,36491.93852,40563.83049,41262.72769,45873.52732,50498.3824,50914.86381,54413.96407
Luxembourg,LUX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,55124.29225,56141.77517,58575.67927,60199.8508,64694.43342,68787.85475,78878.02752,85129.18882,90970.7212,86873.25624,90346.06883,94475.03023,96636.42664,100925.012,105296.2846,107888.5784,113365.1761,114985.8422,116638.4142,121371.7399,122066.7391,136772.4438,143381.8975,142424.7299,150772.3588
Latvia,LVA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7840.881479,8861.653457,9756.298008,10565.73351,11761.31415,13343.88945,15024.63615,17281.04226,18634.73096,16559.52278,17343.46587,18618.70154,20494.04648,21850.12664,22973.69328,24137.87644,25802.15558,27645.82262,29817.80473,32199.09604,32741.42077,36912.01306,39960.84434,41810.00653,43866.95927
"Macao SAR, China",MAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,34692.51865,36220.63498,39650.02133,44610.28803,56593.41344,60576.6177,67201.52093,75677.04592,76830.5859,79123.72701,99831.76634,121075.8437,133100.4311,149793.6951,145113.9474,108916.8626,107906.8157,120983.4929,129726.754,126160.4542,57220.81706,74177.78252,64373.92569,116491.3772,128267.6234
St. Martin (French part),MAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,
